2021-06-16 20:00:00,AAPL,129.21,129.1,129.21,129.21
2021-06-16 19:59:00,AAPL,129.22,129.15,129.15,129.25
2021-06-16 19:58:00,AAPL,129.33,129.2,129.2,129.33
